Site Name,Site Type,Latitude,Longitude,Country,Country ISO3,Site Area (m2),Waste in Place (tons),Emissions: Modeled (tons CH4/year),Emissions Uncertainty: Modeled (tons CH4/year),Emissions Source: Modeled,Emissions: Satellite (tons CH4/year),Emissions Uncertainty: Satellite (tons CH4/year),Emissions Source: Satellite,Site Area (m2),Waste in Place Year,Site Open Year,Site Close Year,Site Status,Climate TRACE ID,GHGRP ID,Most Recent Plume Filename
Lenoir County Lf,Sanitary Landfill,35.282,-77.7114,United States,USA,1304507.536,46019.0,959.51,,Climate TRACE,,,,1304507.536,2021,,,,1835962819,,
"Municipal Area Council, Federal Capital Territory, Nigeria",Dumpsites,9.02844549266579,7.339278294931075,Nigeria,NGA,1320018.828,89997.64642,1088.672915,,Climate TRACE,,,,1320018.828,2021,,,,1835962679,,
Nicholas County Solid Waste Authority Lf,Sanitary Landfill,38.3385,-80.71,United States,USA,408833.6457,22861.0,959.2507771,,Climate TRACE,,,,408833.6457,2021,,,,1835962820,,
North Shelby Landfill,Sanitary Landfill,35.327,-89.945,United States,USA,14328860.46,264722.4155,1088.49,,Climate TRACE,,,,14328860.46,2021,,,,1835962680,,
"Aïn Témouchent, Hassi El Ghella, El Amria District, 46012, Algeria",Dumpsites,35.44519909911625,-1.074797684672535,Algeria,DZA,815928.9582,66740.22465,956.8407126,,Climate TRACE,,,,815928.9582,2021,,,,1835962821,,
"42, Ban Sa Pom, Ban Ku Bae Sa Lo, Narathiwat Province, Thailand",Dumpsites,6.351807195601902,101.9020248733112,Thailand,THA,1432007.603,62653.29417,1085.467267,,Climate TRACE,,,,1432007.603,2021,,,,1835962681,,
"Tegalongok, Banten, 42211, Indonesia",Dumpsites,-6.313284602277062,106.1313654953986,Indonesia,IDN,1262084.159,55218.79207,956.664643,,Climate TRACE,,,,1262084.159,2021,,,,1835962822,,
Western Berks Community Landfill & Recycling Center,Sanitary Landfill,40.30281,-75.90865,United States,USA,4870915.697,242340.8,1083.06,,Climate TRACE,,,,4870915.697,2021,,,,1835962682,,
"Hassi Bounif, Bir El Djir District, Oran, Algeria",Dumpsites,35.680625619731735,-0.448161331980125,Algeria,DZA,815125.4733,66674.50231,955.8984651,,Climate TRACE,,,,815125.4733,2021,,,,1835962823,,
"Sh26, Dhoraji, Junagadh Taluka, Junagadh District, Gujarat, 360400, India",Dumpsites,21.694365164816627,70.45209000215263,India,IND,1314068.804,68095.6154,1082.417475,,Climate TRACE,,,,1314068.804,2021,,,,1835962683,,
"ชย.3009, Khok Sung, Chaiyaphum Province, Thailand",Dumpsites,15.85304753519245,102.02593702373305,Thailand,THA,1258761.859,55073.43457,954.1463268,,Climate TRACE,,,,1258761.859,2021,,,,1835962824,,
County Environmental Landfill Of Wyandot,Sanitary Landfill,40.91,-83.33,United States,USA,10509648.05,115560.4864,1082.27,,Climate TRACE,,,,10509648.05,2021,,,,1835962684,,
Cranberry Creek Landfill Llc,Sanitary Landfill,44.40918,-89.85482,United States,USA,7833558.796,180390.1,953.37,,Climate TRACE,,,,7833558.796,2021,,,,1835962825,,
"Mainit, Naga, Cebu, Central Visayas, 86017, Philippines",Dumpsites,10.224109456866314,123.72886308285071,Philippines,PHL,1426633.524,62418.1671,1081.393694,,Climate TRACE,,,,1426633.524,2021,,,,1835962685,,
"Jalan Raya Kaliwungu-Boja, Darupono, Kendal, Central Java, 51372, Indonesia",Dumpsites,-7.001369758714408,110.26377926084663,Indonesia,IDN,1254359.348,54880.81561,950.8092065,,Climate TRACE,,,,1254359.348,2021,,,,1835962826,,
Westover/Ring Slf,Sanitary Landfill,38.1191,-75.7328,United States,USA,406065.0,25757.0,1080.767345,,Climate TRACE,,,,406065.0,2021,,,,1835962686,,
"Akure North, Ondo, 340223, Nigeria",Dumpsites,7.219764043698029,5.240190655439122,Nigeria,NGA,1152813.756,78597.76134,950.77213,,Climate TRACE,,,,1152813.756,2021,,,,1835962827,,
"Luqiao District, Taizhou, Zhejiang, China",Dumpsites,28.528156780394585,121.5457437496709,China,CHN,1425508.082,62368.92669,1080.540605,,Climate TRACE,,,,1425508.082,2021,,,,1835962687,,
"Malaybalay-Gingoog Road, Sumpong, Bongbongon, Can-Ayan, Malaybalay, Bukidnon, Northern Mindanao, 8700, Philippines",Dumpsites,8.19118746739174,125.14413171011668,Philippines,PHL,1254255.086,54876.25392,950.7301754,,Climate TRACE,,,,1254255.086,2021,,,,1835962828,,
"Amattur, Virudhunagar, Virudhunagar District, Tamil Nadu, 626103, India",Dumpsites,9.562328723985365,77.84725085222887,India,IND,1309130.28,67839.69892,1078.34954,,Climate TRACE,,,,1309130.28,2021,,,,1835962688,,
Bathurst Service Centre,Sanitary Landfill,-33.9609555971636,150.908440500497,Australia,AUS,1706219.714,27429.16541,950.419658,,Climate TRACE,,,,1706219.714,2021,,,,1835962829,,
"Hosa Mandli, Shivamogga, Shivamogga Taluku, Shimoga District, Karnataka, 577200, India",Dumpsites,13.910533735232733,75.5530285560191,India,IND,1308697.558,67817.27509,1077.993101,,Climate TRACE,,,,1308697.558,2021,,,,1835962689,,
Valley Lf,Sanitary Landfill,40.3881,-79.6742,United States,USA,8774752.55,235363.9,949.96,,Climate TRACE,,,,8774752.55,2021,,,,1835962830,,
"Gouraya, Gouraya District, Tipaza, 42007, Algeria",Dumpsites,36.56510161390395,1.930961704531239,Algeria,DZA,918978.8087,75169.35332,1077.687376,,Climate TRACE,,,,918978.8087,2021,,,,1835962690,,
Trearne Quarry Landfill,Sanitary Landfill,55.7199917,-4.6509722,United Kingdom,GBR,1200000.0,67323.14919,949.2097894,,Climate TRACE,,,,1200000.0,2021,,,,1835962831,,
Arta Landfill,Sanitary Landfill,39.1970413141844,21.0106658935546,Greece,GRC,482214.4691,35018.10407,1076.527206,,Climate TRACE,,,,482214.4691,2021,,,,1835962691,,
"Enugu - Port Harcourt Expressway, Iriebe, Obio/Akpor, Rivers, P.O.Box 7242, Nigeria",Dumpsites,4.862942286416615,7.082771963003947,Nigeria,NGA,1150809.799,78461.13345,949.1193858,,Climate TRACE,,,,1150809.799,2021,,,,1835962832,,
"Tajimalela, Lampung Selatan, Lampung, 35592, Indonesia",Dumpsites,-5.682633229427728,105.6166782043461,Indonesia,IDN,1418949.7,62081.98388,1075.569325,,Climate TRACE,,,,1418949.7,2021,,,,1835962692,,
Eastside/Texas,Sanitary Landfill,32.77,-97.26,United States,USA,2449818.619,102058.2843,948.39,,Climate TRACE,,,,2449818.619,2021,,,,1835962833,,
"Saraswati Colony, Ward 10 Uppal, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal Mandal, Medchal–Malkajgiri, Telangana, 500060, India",Dumpsites,17.390597421464385,78.55992968234553,India,IND,1298561.5,67292.02017,1069.643884,,Climate TRACE,,,,1298561.5,2021,,,,1835962693,,
Metro Park West Landfill,Sanitary Landfill,41.864805,-94.162246,United States,USA,403969.3462,22589.0,947.8376188,,Climate TRACE,,,,403969.3462,2021,,,,1835962834,,
"Pimpri-Chinchwad, Haveli, Pune District, Maharashtra, 411026, India",Dumpsites,18.65672042722546,73.85679707527768,India,IND,1297512.68,67237.66983,1068.779955,,Climate TRACE,,,,1297512.68,2021,,,,1835962694,,
"Chacuey Abajo, Cotuí, Sánchez Ramírez, 43002, Dominican Republic",Dumpsites,19.07798365238649,-70.1051882081736,Dominican Republic,DOM,898283.876,57470.93551,947.6860279,,Climate TRACE,,,,898283.876,2021,,,,1835962835,,
"Hàm Thuận Nam District, Binh Thuan Province, Vietnam, Site 2",Dumpsites,10.861581054173906,107.84267110008967,Vietnam,VNM,1407763.508,61592.56485,1067.090149,,Climate TRACE,,,,1407763.508,2021,,,,1835962695,,
"Crato, Região Geográfica Imediata De Juazeiro Do Norte, Região Geográfica Intermediária De Juazeiro Do Norte, Ceará, Northeast Region, 63136-990, Brazil",Dumpsites,-7.182115683642953,-39.40157291141532,Brazil,BRA,897977.8132,57451.35405,947.3631328,,Climate TRACE,,,,897977.8132,2021,,,,1835962836,,
"Menasria, Oum Drou, Chlef District, Chlef, Algeria",Dumpsites,36.15972533619455,1.443032279737638,Algeria,DZA,909417.6129,74387.2799,1066.474952,,Climate TRACE,,,,909417.6129,2021,,,,1835962696,,
Highway G Sanitary Lf,Sanitary Landfill,45.968199,-89.415766,United States,USA,403575.9102,22567.0,946.9144957,,Climate TRACE,,,,403575.9102,2021,,,,1835962837,,
Guaymas,Sanitary Landfill,28.0050869,-110.9506702,Mexico,MEX,329741.902,32336.33217,1066.441321,,Climate TRACE,,,,329741.902,2021,,,,1835962697,,
"Samut Sakhon, Tha Chin, Samut Sakhon Province, Thailand",Dumpsites,13.559658165687393,100.18904228777764,Thailand,THA,1246943.724,54556.36673,945.1881352,,Climate TRACE,,,,1246943.724,2021,,,,1835962838,,
City Of Greenville Closed Landfill,Sanitary Landfill,34.81,-82.33,United States,USA,2026071.599,115000.0,1066.36,,Climate TRACE,,,,2026071.599,2021,,,,1835962698,,
Seven Mile Creek Landfill,Sanitary Landfill,44.8375,-91.3672,United States,USA,9855070.053,294192.0,944.03,,Climate TRACE,,,,9855070.053,2021,,,,1835962839,,
"Pasirkareumbi, West Java, Indonesia",Dumpsites,-6.590958593903214,107.74042529470778,Indonesia,IDN,1405152.799,61478.34094,1065.111222,,Climate TRACE,,,,1405152.799,2021,,,,1835962699,,
"Jayamulya, West Java, 17330, Indonesia",Dumpsites,-6.408363786148483,107.0823400796429,Indonesia,IDN,1245290.037,54484.0145,943.9346341,,Climate TRACE,,,,1245290.037,2021,,,,1835962840,,
Ironwood Landfill,Sanitary Landfill,33.0077,-111.4316,United States,USA,1609179.268,13532.5,1064.05,,Climate TRACE,,,,1609179.268,2021,,,,1835962700,,
Whispering Pines Lf,Sanitary Landfill,29.879,-95.266,United States,USA,9297666.49,7.2575,942.61,,Climate TRACE,,,,9297666.49,2021,,,,1835962841,,
Brickyard Disposal & Recycling Inc.,Sanitary Landfill,40.09966,-87.6163,United States,USA,10432591.16,182974.6279,1064.04,,Climate TRACE,,,,10432591.16,2021,,,,1835962701,,
"Aydıncık, Mersin, Mediterranean Region, Turkey",Dumpsites,36.14590111144097,33.39419621191597,Turkey,TUR,727872.9666,40835.5836,941.5262027,,Climate TRACE,,,,727872.9666,2021,,,,1835962842,,
"Sh233, Kotda Sangani Taluka, Rajkot, Gujarat, India",Dumpsites,22.099910791421824,70.80385729794227,India,IND,1291213.848,66911.26166,1063.591517,,Climate TRACE,,,,1291213.848,2021,,,,1835962702,,
"Godhra, Godhra Taluka, Panch Mahal District, Gujarat, 389001, India, Site 2",Dumpsites,22.72971721802712,73.57356782553562,India,IND,1142680.054,59214.17604,941.242083,,Climate TRACE,,,,1142680.054,2021,,,,1835962843,,
"Pe-158, Panelas, Região Geográfica Imediata De Caruaru, Região Geográfica Intermediária De Caruaru, Pernambuco, Northeast Region, 55470-000, Brazil",Dumpsites,-8.662108632015965,-36.022016922387266,Brazil,BRA,1008010.86,64491.11319,1063.447573,,Climate TRACE,,,,1008010.86,2021,,,,1835962703,,
"Patel Nagar, Ward 83 Amberpet, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Uppal Mandal, Medchal–Malkajgiri, Telangana, 5000036, India",Dumpsites,17.38026455382734,78.52367238786911,India,IND,1141027.571,59128.54365,939.8809088,,Climate TRACE,,,,1141027.571,2021,,,,1835962844,,
Jones Crossroads Landfill,Sanitary Landfill,38.596,-75.439,United States,USA,6749623.043,297846.7,1062.6,,Climate TRACE,,,,6749623.043,2021,,,,1835962704,,
"Port Klang, Klang Municipal Council, Klang, Selangor, 42009, Malaysia",Dumpsites,2.975538445368811,101.3928748340679,Malaysia,MYS,825966.9452,36137.76203,939.1291782,,Climate TRACE,,,,825966.9452,2021,,,,1835962845,,
"Concepcion, Talisay, Negros Occidental, Western Visayas, 6115, Philippines",Dumpsites,10.7078368989834,123.03291293223748,Philippines,PHL,1397396.327,61138.97925,1059.231786,,Climate TRACE,,,,1397396.327,2021,,,,1835962705,,
"Jammalamadugu - Kadiri Road, Venkatapuram, Pulivendla, Ysr, Andhra Pradesh, 516390, India",Dumpsites,14.36925666004476,78.21397014558327,India,IND,1139509.538,59049.87849,938.6304826,,Climate TRACE,,,,1139509.538,2021,,,,1835962846,,
Gloucester County Solid Waste Complex,Sanitary Landfill,39.7125,-75.285,United States,USA,16718998.66,1071596.0,1059.0,,Climate TRACE,,,,16718998.66,2021,,,,1835962706,,
West Nassau Slf,Sanitary Landfill,30.6046,-81.8204,United States,USA,2348818.085,39674.94,937.05,,Climate TRACE,,,,2348818.085,2021,,,,1835962847,,
Croton Landfill,Sanitary Landfill,41.2,-73.89,United States,USA,9092927.536,154091.0,1058.88,,Climate TRACE,,,,9092927.536,2021,,,,1835962707,,
"Aranthangi, Aranthangi Taluk, Pudukkottai District, Tamil Nadu, 614616, India",Dumpsites,10.173907680114374,78.98479716652281,India,IND,1137104.886,58925.26839,936.6497361,,Climate TRACE,,,,1137104.886,2021,,,,1835962848,,
"Quarry Road, Salawag, Tibagan, Salawag, Dasmariñas, Cavite, Calabarzon, 4114, Philippines",Dumpsites,14.347032183443782,120.99511947312305,Philippines,PHL,1396574.189,61103.009,1058.608602,,Climate TRACE,,,,1396574.189,2021,,,,1835962708,,
"Koplik, Bashkia Malësi E Madhe, Shkodër County, Northern Albania, 4301, Albania",Dumpsites,42.22995942278304,19.433626931665707,Albania,ALB,1085265.932,60886.26688,935.8833744,,Climate TRACE,,,,1085265.932,2021,,,,1835962849,,
Pitt County Landfill,Sanitary Landfill,35.6,-77.43,United States,USA,2960373.266,101769.0,935.62,,Climate TRACE,,,,2960373.266,2021,,,,1835962850,,
"Ghaziabad, Ghaziabad District, Uttar Pradesh, 201001, India, Site 1",Dumpsites,28.716385435677346,77.33186135597404,India,IND,1284519.588,66564.3622,1058.077358,,Climate TRACE,,,,1284519.588,2021,,,,1835962709,,
"Hulu Selangor, Selangor, 44100, Malaysia",Dumpsites,3.605417891036113,101.53617949925197,Malaysia,MYS,821988.3411,35963.68987,934.6054824,,Climate TRACE,,,,821988.3411,2021,,,,1835962851,,
"Naru, Bima, West Nusa Tenggara, Indonesia",Dumpsites,-8.618247839301898,118.66821728282522,Indonesia,IDN,1394485.117,61011.60779,1057.025078,,Climate TRACE,,,,1394485.117,2021,,,,1835962710,,
Milliken Sanitary Landfill,Sanitary Landfill,34.04,-117.56,United States,USA,12676458.88,11793.405,931.83,,Climate TRACE,,,,12676458.88,2021,,,,1835962852,,
Morrison County Landfill,Sanitary Landfill,45.9337,-94.303,United States,USA,1388071.333,34740.3325,1055.261432,,Climate TRACE,,,,1388071.333,2021,,,,1835962711,,
"Vizianagaram - Palakonda Road, Appannavalasa, Burravani Gollapalem, Rajam, Garividi, Vizianagaram, Andhra Pradesh, 532128, India",Dumpsites,18.39112274484067,83.61794126430614,India,IND,1130414.482,58578.56877,931.1387538,,Climate TRACE,,,,1130414.482,2021,,,,1835962853,,
"Onihale, Ifo, Ogun, Nigeria, Site 1",Dumpsites,6.762313893252934,3.216082588885397,Nigeria,NGA,1277471.945,87096.83988,1053.582781,,Climate TRACE,,,,1277471.945,2021,,,,1835962712,,
Anasco Landfill,Sanitary Landfill,18.313954,-67.143193,United States,USA,395850.258,22135.0,928.7877149,,Climate TRACE,,,,395850.258,2021,,,,1835962854,,
"Eklasapura, Rayachuru Taluku, Raichur District, Karnataka, 584100, India",Dumpsites,16.222587292674515,77.33277766654844,India,IND,1279006.741,66278.68405,1053.536346,,Climate TRACE,,,,1279006.741,2021,,,,1835962713,,
"Rw 03, Joglo, Kembangan, West Jakarta, Jakarta Special Capital Region, 11640, Indonesia",Dumpsites,-6.215233715062918,106.74816579719484,Indonesia,IDN,1225278.613,53608.4733,928.7658974,,Climate TRACE,,,,1225278.613,2021,,,,1835962855,,
"Moradabad, Uttar Pradesh, India",Dumpsites,28.95735375827299,78.8244563879782,India,IND,1278612.038,66258.23042,1053.211224,,Climate TRACE,,,,1278612.038,2021,,,,1835962714,,
"Jalan Hijrah, Kg Sepakat, Rompin, Pahang, Malaysia",Dumpsites,2.773455157910069,103.49332753384621,Malaysia,MYS,816632.3746,35729.35526,928.5157176,,Climate TRACE,,,,816632.3746,2021,,,,1835962856,,
Allied Imperial Landfill,Sanitary Landfill,32.858,-115.526,United States,USA,4683556.629,105389.4667,1053.02,,Climate TRACE,,,,4683556.629,2021,,,,1835962715,,
Semco Landfill,Sanitary Landfill,41.181234,-92.024355,United States,USA,394097.6795,22037.0,924.6756211,,Climate TRACE,,,,394097.6795,2021,,,,1835962857,,
"Nh16, Velamakotturu, Tuni, Kakinada, Andhra Pradesh, Tuni, India",Dumpsites,17.35589997411238,82.5308235359229,India,IND,1277989.098,66225.94939,1052.698099,,Climate TRACE,,,,1277989.098,2021,,,,1835962716,,
"Greater Noida, Gautam Buddha Nagar, Uttar Pradesh, 201308, India",Dumpsites,28.503837712627377,77.53238780963031,India,IND,1121895.799,58137.1269,924.1217912,,Climate TRACE,,,,1121895.799,2021,,,,1835962858,,
"Mandideep, Goharganj Tahsil, Raisen, Madhya Pradesh, 462046, India",Dumpsites,23.102180027854565,77.53082568812066,India,IND,1276454.299,66146.41544,1051.433863,,Climate TRACE,,,,1276454.299,2021,,,,1835962717,,
"Nakhon Nayok Province, Thailand, Site 2",Dumpsites,14.101630859195732,101.04813803025155,Thailand,THA,1217853.891,53283.62636,923.1379296,,Climate TRACE,,,,1217853.891,2021,,,,1835962859,,
"Cmwssb Division 16, Ward 16, Zone 2 Manali, Mathavaram, Thiruvallur District, Tamil Nadu, 600019, India",Dumpsites,13.180933016656121,80.28288474853976,India,IND,1276080.045,66127.02144,1051.125584,,Climate TRACE,,,,1276080.045,2021,,,,1835962718,,
"Mangalagiri, Guntur, Andhra Pradesh, 522500, India",Dumpsites,16.43226944671801,80.55887256844676,India,IND,1119365.362,58005.99855,922.0374335,,Climate TRACE,,,,1119365.362,2021,,,,1835962860,,
"Pergudangan Pantai Indah Dadap, Dadap, Tangerang Regency, Banten, 15125, Indonesia",Dumpsites,-6.075589174567799,106.71391667121527,Indonesia,IDN,1384481.915,60573.94701,1049.442612,,Climate TRACE,,,,1384481.915,2021,,,,1835962719,,
Singleton Landfill,Sanitary Landfill,-32.551283007634,151.206523776054,Australia,AUS,390037.2476,26573.48354,920.7703099,,Climate TRACE,,,,390037.2476,2021,,,,1835962861,,
Carver-Marion-Wareham Landfill,Sanitary Landfill,41.81,-70.72,United States,USA,2249116.869,47083.0,1048.71,,Climate TRACE,,,,2249116.869,2021,,,,1835962720,,
"Gererau, Itaitinga, Região Geográfica Imediata De Fortaleza, Região Geográfica Intermediária De Fortaleza, Ceará, Northeast Region, 61880-000, Brazil",Dumpsites,-3.898575784674078,-38.53692772466164,Brazil,BRA,872379.9455,55813.63857,920.3574811,,Climate TRACE,,,,872379.9455,2021,,,,1835962862,,
"Puerto Barrios, Izabal, Guatemala",Dumpsites,15.656716878473551,-88.54620079148881,Guatemala,GTM,993834.985,63584.16071,1048.49208,,Climate TRACE,,,,993834.985,2021,,,,1835962721,,
The Buckets Way Landfill,Sanitary Landfill,-31.9461879948015,152.433159649372,Australia,AUS,389833.856,26559.62634,920.2901585,,Climate TRACE,,,,389833.856,2021,,,,1835962863,,
"赣州经济技术开发区, Huangjinling Subdistrict, Zhanggong District, Ganzhou, Jiangxi, 341100, China",Dumpsites,25.847183187663962,114.88727602203187,China,CHN,1382997.486,60509.00018,1048.317409,,Climate TRACE,,,,1382997.486,2021,,,,1835962722,,
"นม.1048, Ban Loet Nimit, Nakhon Ratchasima Province, 30340, Thailand",Dumpsites,14.889570444374296,101.64530129691707,Thailand,THA,1213059.596,53073.86606,919.503836,,Climate TRACE,,,,1213059.596,2021,,,,1835962864,,
"Ban Prang Mu, Phatthalung Province, Thailand",Dumpsites,7.634805649475929,100.03442206763303,Thailand,THA,1381387.643,60438.56622,1047.097142,,Climate TRACE,,,,1381387.643,2021,,,,1835962723,,
Jefferson City Sanitary Landfill,Sanitary Landfill,38.5435,-92.1,United States,USA,5376749.371,167320.2479,919.2,,Climate TRACE,,,,5376749.371,2021,,,,1835962865,,
"Tezpur, Sonitpur, Assam, 784001, India",Dumpsites,26.63145479664523,92.81576275514254,India,IND,1270835.828,65855.26381,1046.805847,,Climate TRACE,,,,1270835.828,2021,,,,1835962724,,
Crook County Landfill,Sanitary Landfill,44.304,-120.912,United States,USA,1492294.357,33569.0,919.13,,Climate TRACE,,,,1492294.357,2021,,,,1835962866,,
"Shill Phata, Thane, Mumbai Metropolitan Region, Thane, Maharashtra, 400612, India, Site 2",Dumpsites,19.157207243285505,73.03671966661143,India,IND,1270043.801,65814.22063,1046.153443,,Climate TRACE,,,,1270043.801,2021,,,,1835962725,,
Northwest Tennessee Landfill,Sanitary Landfill,36.4025,-89.152,United States,USA,6908474.988,203151.3239,917.83,,Climate TRACE,,,,6908474.988,2021,,,,1835962867,,
Baker Place Road Landfill (Ph 1 & 2),Sanitary Landfill,33.489158,-82.234624,United States,USA,1542110.174,67905.0,1045.04,,Climate TRACE,,,,1542110.174,2021,,,,1835962726,,
"Cilacap, Kuripan Kidul, Cilacap, Central Java, Indonesia",Dumpsites,-7.648714082699041,109.05042223575798,Indonesia,IDN,1210070.26,52943.07643,917.2379078,,Climate TRACE,,,,1210070.26,2021,,,,1835962868,,
Fachinal,Sanitary Landfill,-27.6424655714215,-55.7967334985733,Argentina,ARG,375000.0,72000.0,1044.019477,,Climate TRACE,,,,375000.0,2021,,,,1835962727,,
Royalton Road Sanitary Lf,Sanitary Landfill,41.3205,-81.6645,United States,USA,4078283.733,18151.0,916.41,,Climate TRACE,,,,4078283.733,2021,,,,1835962869,,
Crows Nest,Sanitary Landfill,57.066044,-2.5135027,United Kingdom,GBR,848924.942,74000.0,1043.348763,,Climate TRACE,,,,848924.942,2021,,,,1835962728,,
Pheasant Run Recycling And Disposal Facility,Sanitary Landfill,42.58275,-88.04383,United States,USA,20783618.75,188303.0,915.31,,Climate TRACE,,,,20783618.75,2021,,,,1835962870,,
"Rizal, Calabarzon, 1050, Philippines",Dumpsites,14.691769915917694,121.1652544525888,Philippines,PHL,1376388.553,60219.84569,1043.307813,,Climate TRACE,,,,1376388.553,2021,,,,1835962729,,
Wyrallah Road Waste Facility,Sanitary Landfill,-28.8437433025457,153.28285396099,Australia,AUS,387105.019,26373.70896,913.8481274,,Climate TRACE,,,,387105.019,2021,,,,1835962871,,
"Ba-290, Caxangá, Alcobaça, Região Geográfica Imediata De Teixeira De Freitas, Região Geográfica Intermediária De Ilhéus-Itabuna, Bahia, Northeast Region, 45910000, Brazil",Dumpsites,-17.505823709862447,-39.32029598610526,Brazil,BRA,986699.8316,63127.66366,1040.96452,,Climate TRACE,,,,986699.8316,2021,,,,1835962730,,
"Langkon, Sabah, Malaysia",Dumpsites,6.543206762729951,116.72483763683785,Malaysia,MYS,803667.2375,35162.1037,913.7742819,,Climate TRACE,,,,803667.2375,2021,,,,1835962872,,
"东站路, Wujiagang District, Yichang, Hubei, China",Dumpsites,30.677682937323198,111.38853609909084,China,CHN,1372758.764,60061.03493,1040.556419,,Climate TRACE,,,,1372758.764,2021,,,,1835962731,,
Resource Recovery Lf,Sanitary Landfill,37.212,-95.58,United States,USA,2526048.455,44924.696,910.61,,Climate TRACE,,,,2526048.455,2021,,,,1835962873,,
"Lapadde, Pare-Pare, South Sulawesi, 91131, Indonesia",Dumpsites,-3.977892810896974,119.66413572409381,Indonesia,IDN,1370846.396,59977.36488,1039.106837,,Climate TRACE,,,,1370846.396,2021,,,,1835962732,,
Skunk Creek Landfill,Sanitary Landfill,33.71276,-112.12764,United States,USA,14628726.44,917186.0,909.35,,Climate TRACE,,,,14628726.44,2021,,,,1835962874,,
"Bình Đại, Bình Đại District, Bến Tre Province, Vietnam",Dumpsites,10.18838473762289,106.68576236580519,Vietnam,VNM,1367852.794,59846.3886,1036.837675,,Climate TRACE,,,,1367852.794,2021,,,,1835962733,,
"Kodumuru, Kodumur, Kurnool District, Andhra Pradesh, 518464, India",Dumpsites,15.680170731969412,77.78185937536824,India,IND,1102775.271,57146.29288,908.3719362,,Climate TRACE,,,,1102775.271,2021,,,,1835962875,,
"Iwaya, Lagos Mainland, Lagos, Yaba, Nigeria",Dumpsites,6.507358320945002,3.394164353656487,Nigeria,NGA,1254853.6,85554.74226,1034.928516,,Climate TRACE,,,,1254853.6,2021,,,,1835962734,,
"Bahagia, West Java, 17218, Indonesia",Dumpsites,-6.088198871836956,107.00595302715618,Indonesia,IDN,1196119.085,52332.68367,906.6628636,,Climate TRACE,,,,1196119.085,2021,,,,1835962876,,
Lexington Area Solid Waste Agency Landfill,Sanitary Landfill,40.915,-99.75,United States,USA,857175.8327,46615.107,1033.51,,Climate TRACE,,,,857175.8327,2021,,,,1835962735,,
Craighead County Solid Waste Disposal Authority Lf,Sanitary Landfill,35.719434,-90.68862,United States,USA,2323194.854,104038.0,906.6,,Climate TRACE,,,,2323194.854,2021,,,,1835962877,,
Laughlin Landfill,Sanitary Landfill,35.180611,-114.635802,United States,USA,1354595.03,16460.8673,1033.4,,Climate TRACE,,,,1354595.03,2021,,,,1835962736,,
"Midc - Jalgaon, Jalgaon, Maharashtra, 425001, India",Dumpsites,20.968520879586734,75.59685043471268,India,IND,1098132.451,56905.69989,904.5475777,,Climate TRACE,,,,1098132.451,2021,,,,1835962878,,
Quail Hollow Landfill,Sanitary Landfill,35.39,-86.31,United States,USA,2663879.806,39721.09523,1032.47,,Climate TRACE,,,,2663879.806,2021,,,,1835962737,,
Centerpoint Landfill,Sanitary Landfill,39.48,-86.99,United States,USA,1905414.179,76203.51892,904.48,,Climate TRACE,,,,1905414.179,2021,,,,1835962879,,
Tuncurry Landfill,Sanitary Landfill,-32.1247804663645,152.49540567398,Australia,AUS,437291.8907,29792.97216,1032.325482,,Climate TRACE,,,,437291.8907,2021,,,,1835962738,,
Magnolia Landfill,Sanitary Landfill,32.478,-91.998,United States,USA,7598828.23,140501.1,903.8,,Climate TRACE,,,,7598828.23,2021,,,,1835962880,,
"Encruzilhada De São João, Bezerros, Região Geográfica Imediata De Caruaru, Região Geográfica Intermediária De Caruaru, Pernambuco, Northeast Region, 55660-000, Brazil",Dumpsites,-8.235208536606578,-35.765117776957595,Brazil,BRA,978289.3859,62589.57521,1032.091533,,Climate TRACE,,,,978289.3859,2021,,,,1835962739,,
"Kapalo Koto, Limapuluh Koto Regency, West Sumatra, 26261, Indonesia",Dumpsites,-0.264180115529362,100.6313056477464,Indonesia,IDN,1191904.869,52148.30298,903.4684712,,Climate TRACE,,,,1191904.869,2021,,,,1835962881,,
Fort Stewart Landfill,Sanitary Landfill,31.887204,-81.643534,United States,USA,619909.5534,5719.0,1031.89,,Climate TRACE,,,,619909.5534,2021,,,,1835962740,,
"Cmwssb Division 86, Ward 86, Zone 7 Ambattur, Athipet, Ambattur, Thiruvallur District, Tamil Nadu, 600053, India",Dumpsites,13.098958325410166,80.14970645761926,India,IND,1094846.844,56735.43832,901.8411758,,Climate TRACE,,,,1094846.844,2021,,,,1835962882,,
"New Carmen, Davao City, Davao Region, 8020, Philippines, Site 2",Dumpsites,7.149002536172276,125.55215475507185,Philippines,PHL,1360805.981,59538.07594,1031.496163,,Climate TRACE,,,,1360805.981,2021,,,,1835962741,,
Whitefeather Landfill,Sanitary Landfill,43.8963,-83.9482,United States,USA,4183187.745,145365.37,900.91,,Climate TRACE,,,,4183187.745,2021,,,,1835962883,,
"Khemara Phoumin, Koh Kong, 0904, Cambodia",Dumpsites,11.591273461848486,103.0114959294773,Cambodia,KHM,1358010.86,59415.78363,1029.377451,,Climate TRACE,,,,1358010.86,2021,,,,1835962742,,
